Dayahead Market MCPs.

01/01/2023,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
OTP.DR1_2.WND,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.DR3.WND,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.EDGLYEDGL,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.GRANTCO,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.GRE.ASHTII,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.GRE.DEUEL,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.GRE.SPRTWD,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.HETLA,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.HLSOLAR,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.HOOTL2,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.HOOTL3,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.JAMSPK1,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.JAMSPK2,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.LAKESWIND,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.LANGDN1,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.LANGDN2,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MDU.BSTON1,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MDU.COYOTE,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.ASH,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.ASH2,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.COYT1,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.LANGDN,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.OLVIII,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPC.YNG2,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.MPWR,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.RUGBY1MRES,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.RUGBY1UMMP,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.RUGBY1UPLS,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.RUGBY1_IBR,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.SLWAYO1,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.TATANKA,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.TATANKARID,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
OTP.Y2ACGEN.MP,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.BLOOMIN_QS,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.CCRK1.RPU,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.CCRK2.RPU,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.OWEF,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.PVWIND,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
SMP.WES.RPU,Zone 5,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.AXLPLQ,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.JWL_1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.JWL_2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.NINEM6,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.NOPS,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.IRISSOLAR,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.JWL_CT1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.JWL_CT2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.JWL_ST1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.JWL_ST2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.L_GYPSY2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.L_GYPSY3,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NINEM6_CT1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NINEM6_CT2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NINEM6_ST,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NINEMILE4,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NINEMILE5,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_3,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_4,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_5,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_6,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NOPS_7,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.STJAMES,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.TAFTCOGEN,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.UCB,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.UCBECO,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.UCBSUP,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WASHEC_CT1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WASHEC_CT2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WATRFD1,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WATRFD2,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WATRFD3,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.WATRFD4_CT,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
LEPA.HOUMA_G14,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
LEPA.HOUMA_G15,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
LEPA.HOUMA_G16,Zone 6,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
CLEC.ACA11,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
CLEC.ACA12,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
CLEC.ACA13,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
CLEC.CC.ACAPB1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.ACAD2_CT1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.ACAD2_CT2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.ACAD2_ST,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.AIRLIQ_PNC,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.AXIALL,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.BASFVFW,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CALCAS1_CT,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CALCAS2_CT,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.ACAD2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.LKCHAR,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.MCPS1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CC.MCPS2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CONC,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CONCECO,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CONCPK,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CONCSUP,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CYPRESS1CT,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.CYPRESS2CT,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.DR.OSG,Zone 7,DEMSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.DR.WEST,Zone 7,DEMSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.EWOM_RS,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.EXXOBMT,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.FRONT_TX1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.FRONT_TX2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.FRONT_TX3,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.HNTSMN_PNO,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.LKCHAR_CT1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.LKCHAR_CT2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.LKCHAR_ST,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.LONSTR1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.L_CREEK1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.L_CREEK2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.MOTIVA_GEN,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.MTCPS_CT1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.MTCPS_CT2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.MTCPS_ST1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.MTCPS_ST2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NELSON1,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NELSON2,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.NELSON6,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
EES.RCTHOMAS,Zone 7,GENSPINMCP,2.25,2.03,2,2,1.96,1.67,2,2.28,2.28,2.28,2.71,2.72,2.4,2.4,2.4,2.4,2.89,6.84,6,4.39,3.43,3,2.62,2.4
